Recency Frequency Monetary Time Runtime
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06693329
-0.01842891159177377 0.03148196184851145 0.03148196184851145 0.028994399659456715 0.06619574
-0.03131932065755597 0.06859155278272924 0.06859155278272924 -0.03233437314319668 0.06621432
-0.05343777531911408 0.10202865367672669 0.10202865367672669 -0.07709012026963347 0.06608396
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06840428
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06761075
-0.01842891159177377 0.03148196184851145 0.03148196184851145 0.028994399659456715 0.06781300
-0.03131932065755597 0.06859155278272924 0.06859155278272924 -0.03233437314319668 0.06783766
-0.05343777531911408 0.10202865367672669 0.10202865367672669 -0.07709012026963347 0.06790298
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06805074
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06774257
-0.01842891159177377 0.03148196184851145 0.03148196184851145 0.028994399659456715 0.06763525
-0.03131932065755597 0.06859155278272924 0.06859155278272924 -0.03233437314319668 0.06772722
-0.05343777531911408 0.10202865367672669 0.10202865367672669 -0.07709012026963347 0.06769027
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06793636
-0.03642867255003643 0.10153251535565759 -0.09310694639657291 0.10153251535565759 0.06772483
-0.01914011533610608 0.11882107256958793 -0.10915172251597588 0.08300017704719988 0.06768044
-0.0665543339256978 0.45474018731332955 -0.2041849887246152 -0.11047145289831067 0.06793539
-0.10817196756919352 0.4686781092253894 -0.1512487088486802 -0.13572802104280982 0.06786051
-0.03642867255003643 0.10153251535565759 -0.09310694639657291 0.10153251535565759 0.06769171
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06769327
-0.01842891159177377 0.03148196184851145 0.03148196184851145 0.028994399659456715 0.06775767
-0.03131932065755597 0.06859155278272924 0.06859155278272924 -0.03233437314319668 0.06797958
-0.05343777531911408 0.10202865367672669 0.10202865367672669 -0.07709012026963347 0.06801590
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06808740
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06642386
-0.01842891159177377 0.03148196184851145 0.03148196184851145 0.028994399659456715 0.06621192
-0.03131932065755597 0.06859155278272924 0.06859155278272924 -0.03233437314319668 0.06641157
-0.05343777531911408 0.10202865367672669 0.10202865367672669 -0.07709012026963347 0.06661799
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06639765
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06772355
-0.01842891159177377 0.03148196184851145 0.03148196184851145 0.028994399659456715 0.10685292
-0.03131932065755597 0.06859155278272924 0.06859155278272924 -0.03233437314319668 0.06785637
-0.05343777531911408 0.10202865367672669 0.10202865367672669 -0.07709012026963347 0.06819728
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06802749
-0.03642867255003643 0.10153251535565759 -0.09310694639657291 0.10153251535565759 0.06772218
-0.01914011533610608 0.11882107256958793 -0.10915172251597588 0.08300017704719988 0.06797086
-0.0665543339256978 0.45474018731332955 -0.2041849887246152 -0.11047145289831067 0.06861449
-0.10817196756919352 0.4686781092253894 -0.1512487088486802 -0.13572802104280982 0.06818576
-0.03642867255003643 0.10153251535565759 -0.09310694639657291 0.10153251535565759 0.06801876
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06772438
-0.01842891159177377 0.03148196184851145 0.03148196184851145 0.028994399659456715 0.06806158
-0.03131932065755597 0.06859155278272924 0.06859155278272924 -0.03233437314319668 0.06782561
-0.05343777531911408 0.10202865367672669 0.10202865367672669 -0.07709012026963347 0.06779372
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06795361
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06781794
-0.01842891159177377 0.03148196184851145 0.03148196184851145 0.028994399659456715 0.06812011
-0.03131932065755597 0.06859155278272924 0.06859155278272924 -0.03233437314319668 0.06813234
-0.05343777531911408 0.10202865367672669 0.10202865367672669 -0.07709012026963347 0.06779409
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06797080
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06598331
-0.01842891159177377 0.03148196184851145 0.03148196184851145 0.028994399659456715 0.06615045
-0.03131932065755597 0.06859155278272924 0.06859155278272924 -0.03233437314319668 0.06653585
-0.05343777531911408 0.10202865367672669 0.10202865367672669 -0.07709012026963347 0.06628257
-0.019050802139037454 0.030860071301247766 0.030860071301247766 0.030860071301247766 0.06629376
-0.03642867255003643 0.10153251535565759 -0.09310694639657291 0.10153251535565759 0.06765696
-0.01914011533610608 0.11882107256958793 -0.10915172251597588 0.08300017704719988 0.06757287
-0.0665543339256978 0.45474018731332955 -0.2041849887246152 -0.11047145289831067 0.06785929
-0.10817196756919352 0.4686781092253894 -0.1512487088486802 -0.13572802104280982 0.06792875
-0.03642867255003643 0.10153251535565759 -0.09310694639657291 0.10153251535565759 0.06781409
-0.03642867255003643 -0.09310694639657291 0.10153251535565759 0.10153251535565759 0.06783233
-0.01914011533610608 -0.10915172251597588 0.11882107256958793 0.08300017704719988 0.06780050
-0.0665543339256978 -0.2041849887246152 0.45474018731332955 -0.11047145289831067 0.06793903
-0.10817196756919352 -0.1512487088486802 0.4686781092253894 -0.13572802104280982 0.06780866
-0.03642867255003643 -0.09310694639657291 0.10153251535565759 0.10153251535565759 0.06740593
-0.03642867255003643 -0.09310694639657291 0.10153251535565759 0.10153251535565759 0.06728313
-0.01914011533610608 -0.10915172251597588 0.11882107256958793 0.08300017704719988 0.06747930
-0.0665543339256978 -0.2041849887246152 0.45474018731332955 -0.11047145289831067 0.06754318
