checking_status duration credit_history purpose credit_amount savings_status employment installment_commitment personal_status other_parties residence_since property_magnitude age other_payment_plans housing existing_credits job num_dependents own_telephone foreign_worker Runtime
0.3939999999999999 0.77 0.21499999999999997 0.10299999999999998 0.501 0.29400000000000004 0.253 0.3845 0.34500000000000003 0.025999999999999968 0.346 0.359 0.35450000000000004 0.01566666666666668 0.08950000000000002 0.014000000000000012 0.11099999999999999 0.07750000000000001 0.202 0.012333333333333344 29.42356530
0.45699999999999996 0.1795 0.4115 0.383 0.3755 0.14700000000000002 0.33049999999999996 0.1835 0.22600000000000003 0.046499999999999986 0.06500000000000006 0.423 0.1245 0.0695 0.446 0.3335 0.185 0.4225 0.202 0.018500000000000016 10.05857585
0.6679999999999999 0.77 0.04400000000000004 0.11199999999999988 0.25 0.29400000000000004 0.469 0.262 0.5480000000000002 0.025999999999999968 0.2715 0.33399999999999996 0.3875 0.06200000000000001 0.14350000000000002 0.3305 0.426 0.07750000000000001 0.202 0.018500000000000016 17.85573809
0.22849999999999998 0.385 0.14649999999999996 0.2843333333333333 0.3755 0.14700000000000002 0.414 0.1835 0.23 0.025999999999999968 0.19566666666666666 0.307 0.242 0.0695 0.35650000000000004 0.12233333333333332 0.185 0.05166666666666667 0.13466666666666666 0.018500000000000016 86.59805346
0.731 0.359 0.2929999999999999 0.15649999999999997 0.751 0.18300000000000005 0.17399999999999993 0.367 0.5480000000000002 0.025999999999999968 0.2715 0.28200000000000003 0.765 0.0695 0.446 0.1805 0.01100000000000001 0.05166666666666667 0.298 0.012333333333333344 22.54378886
0.3939999999999999 0.359 0.14649999999999996 0.4515 0.2505 0.16700000000000004 0.08699999999999997 0.28099999999999997 0.15066666666666667 0.025999999999999968 0.19566666666666666 0.257 0.255 0.06200000000000001 0.09566666666666668 0.22233333333333333 0.07399999999999995 0.07750000000000001 0.19866666666666666 0.012333333333333344 113.92101236
0.726 0.77 0.6180000000000001 0.15366666666666667 0.751 0.18300000000000005 0.31499999999999984 0.05233333333333334 0.050000000000000155 0.051999999999999935 0.43800000000000006 0.28200000000000003 0.7090000000000001 0.02350000000000002 0.821 0.3195 0.16999999999999993 0.15500000000000003 0.404 0.03700000000000003 14.12228713
0.3939999999999999 0.41100000000000003 0.22233333333333333 0.16549999999999998 0.3755 0.1985 0.37349999999999994 0.262 0.32000000000000006 0.046499999999999986 0.2935 0.423 0.237 0.4765 0.35650000000000004 0.0030000000000000027 0.08499999999999996 0.07750000000000001 0.202 0.018500000000000016 26.59070580
0.3315 0.1795 0.029333333333333357 0.27299999999999996 0.3755 0.09150000000000003 0.21349999999999997 0.068 0.23 0.31966666666666665 0.19566666666666666 0.11599999999999999 0.23633333333333334 0.06200000000000001 0.35650000000000004 0.22233333333333333 0.07399999999999995 0.07750000000000001 0.19866666666666666 0.018500000000000016 121.01256899
0.22849999999999998 0.359 0.48 0.4515 0.3755 0.29400000000000004 0.24449999999999994 0.068 0.04600000000000004 0.025999999999999968 0.06500000000000006 0.257 0.35450000000000004 0.09300000000000003 0.05966666666666668 0.1835 0.185 0.07750000000000001 0.298 0.018500000000000016 26.38889628
