checking_status duration credit_history purpose credit_amount savings_status employment installment_commitment personal_status other_parties residence_since property_magnitude age other_payment_plans housing existing_credits job num_dependents own_telephone foreign_worker Runtime
0.5 0.6666666666666667 0.8 0.0 0.75 0.8 0.0 0.0 0.0 0.33333333333333337 0.25 0.0 0.25 0.0 0.33333333333333337 0.0 0.25 0.0 0.0 0.0 0.13851387
0.75 0.6666666666666667 0.0 0.0 0.75 0.8 0.19999999999999996 0.5 0.0 0.33333333333333337 0.0 0.25 0.25 0.0 0.0 0.0 0.75 0.5 0.0 0.5 0.13946449
0.75 0.33333333333333337 0.0 0.09999999999999998 0.0 0.6 0.0 0.0 0.25 0.0 0.0 0.0 0.25 0.33333333333333337 0.6666666666666667 0.0 0.75 0.0 0.0 0.0 0.13918598
0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.13911888
0.0 0.33333333333333337 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.13902939
0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.13896094
0.75 0.0 0.4 0.30000000000000004 0.75 0.4 0.0 0.75 0.0 0.6666666666666667 0.0 0.25 0.0 0.0 0.33333333333333337 0.0 0.75 0.0 0.5 0.5 0.13998414
0.25 0.33333333333333337 0.0 0.09999999999999998 0.25 0.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.13954008
0.0 0.0 0.0 0.0 0.0 0.19999999999999996 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.13926417
0.75 0.0 0.0 0.0 0.0 0.19999999999999996 0.0 0.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.25 0.0 0.0 0.0 0.13938826
0.25 0.6666666666666667 0.0 0.09999999999999998 0.0 0.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.13955053
0.25 0.33333333333333337 0.19999999999999996 0.09999999999999998 0.0 0.19999999999999996 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.13858844
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14016555
