Recency Frequency Monetary Time Runtime
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06822747
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.8048128342245989) 0.08194522
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06843328
(0.5, 0.22593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.3333333333333333, 0.625668449197861) 0.06401305
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06837757
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06839225
(0.3333333333333333, 0.47593582887700536) (0.0, 0.0) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.8048128342245989) 0.08215595
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06859120
(0.5, 0.22593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.3333333333333333, 0.625668449197861) 0.06430526
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06837396
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06852356
(0.3333333333333333, 0.47593582887700536) (0.0, 0.0) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.8048128342245989) 0.08214433
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06837947
(0.5, 0.22593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.3333333333333333, 0.625668449197861) 0.06414703
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06856932
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06842833
(0.3333333333333333, 0.47593582887700536) (0.0, 0.0) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.8048128342245989) 0.08225443
(1.0, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07404080
(1.0, 0.22593582887700536) (0.0, 0.0) (0.0, 0.0) (0.5, 0.625668449197861) 0.06101099
(1.0, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07404651
(1.0, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07404750
(0.5, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.5, 0.8048128342245989) 0.06867599
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.19775879
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.10555714
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.10582456
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.10592956
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.11975037
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08186151
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08200149
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08195454
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08207277
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09595154
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08183003
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08207144
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08204470
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08226326
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09594050
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06867120
(0.5, 0.22593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.625668449197861) 0.06433838
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06871520
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06881645
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.8048128342245989) 0.08252161
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08189519
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08191386
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08194743
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08200351
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09601337
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08186401
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08205782
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08205744
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08226958
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09583994
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08182638
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08209139
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08210424
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08189319
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09591423
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06855026
(0.5, 0.22593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.625668449197861) 0.06454862
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06867859
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06885915
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.8048128342245989) 0.08234813
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08184738
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08188959
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08197498
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08207836
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09606919
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08192335
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08204241
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08204601
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08200609
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09575154
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08163974
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08204349
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08203201
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08236217
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09583651
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06852894
(0.5, 0.22593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.625668449197861) 0.06450665
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06856261
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06868360
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.8048128342245989) 0.08245906
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06867210
(0.5, 0.22593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.3333333333333333, 0.625668449197861) 0.06459379
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06884463
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06882527
(0.3333333333333333, 0.47593582887700536) (0.0, 0.0) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.8048128342245989) 0.08241576
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06870561
(0.5, 0.22593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.3333333333333333, 0.625668449197861) 0.06463527
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06882290
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06878680
(0.3333333333333333, 0.47593582887700536) (0.0, 0.0) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.8048128342245989) 0.08277151
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06885744
(0.5, 0.22593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.3333333333333333, 0.625668449197861) 0.06469658
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06878339
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06886113
(0.3333333333333333, 0.47593582887700536) (0.0, 0.0) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.8048128342245989) 0.08247337
(1.0, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07440414
(1.0, 0.22593582887700536) (0.0, 0.0) (0.0, 0.0) (0.5, 0.625668449197861) 0.06145828
(1.0, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07463776
(1.0, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07457940
(0.5, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.5, 0.8048128342245989) 0.06924158
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.19838733
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.10624764
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.10591525
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.10593999
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.11957282
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08172649
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08206542
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08199497
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08195579
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09571110
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08172113
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08206317
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08202817
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08197039
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09564780
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06848570
(0.5, 0.22593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.625668449197861) 0.06423701
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06861854
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06859477
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.8048128342245989) 0.08231470
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08181934
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08205140
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08190338
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08199976
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09564488
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08156239
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08197096
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08186413
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08185842
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09566984
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08179480
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08210534
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08188184
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08191198
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09567220
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06850226
(0.5, 0.22593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.625668449197861) 0.06450470
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06858941
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06851742
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.8048128342245989) 0.08198571
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08181523
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08199821
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08177010
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08174142
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09584920
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08171980
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08195737
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08166630
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08175447
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09551764
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08167287
(0.3333333333333333, 0.22593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.25, 0.625668449197861) 0.08180769
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08162885
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) 0.08174318
(0.25, 0.47593582887700536) (0.25, 0.22994652406417115) (0.25, 0.22994652406417115) (0.25, 0.8048128342245989) 0.09564699
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06834647
(0.5, 0.22593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.625668449197861) 0.06422804
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06852011
(0.5, 0.47593582887700536) (0.5, 0.22994652406417115) (0.0, 0.0) (0.0, 0.0) 0.06871485
(0.3333333333333333, 0.47593582887700536) (0.3333333333333333, 0.22994652406417115) (0.0, 0.0) (0.3333333333333333, 0.8048128342245989) 0.08218396
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06861556
(0.5, 0.22593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.3333333333333333, 0.625668449197861) 0.06429290
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06841996
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06851974
(0.3333333333333333, 0.47593582887700536) (0.0, 0.0) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.8048128342245989) 0.08219742
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06869867
(0.5, 0.22593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.3333333333333333, 0.625668449197861) 0.06424599
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06845950
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06864097
(0.3333333333333333, 0.47593582887700536) (0.0, 0.0) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.8048128342245989) 0.08220519
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06851208
(0.5, 0.22593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.3333333333333333, 0.625668449197861) 0.06446130
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06838125
(0.5, 0.47593582887700536) (0.0, 0.0) (0.5, 0.22994652406417115) (0.0, 0.0) 0.06856775
(0.3333333333333333, 0.47593582887700536) (0.0, 0.0) (0.3333333333333333, 0.22994652406417115) (0.3333333333333333, 0.8048128342245989) 0.08224047
(1.0, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07433547
(1.0, 0.22593582887700536) (0.0, 0.0) (0.0, 0.0) (0.5, 0.625668449197861) 0.06131008
(1.0, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07413410
(1.0, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07407440
(0.5, 0.47593582887700536) (0.0, 0.0) (0.0, 0.0) (0.5, 0.8048128342245989) 0.06891105
