checking_status duration credit_history purpose credit_amount savings_status employment installment_commitment personal_status other_parties residence_since property_magnitude age other_payment_plans housing existing_credits job num_dependents own_telephone foreign_worker Runtime
0.3939999999999999 0.77 0.0 0.10299999999999998 0.501 0.29400000000000004 0.253 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14284724
0.45699999999999996 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14167979
0.6679999999999999 0.77 0.0 0.11199999999999988 0.25 0.29400000000000004 0.0 0.0 0.5480000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14021717
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14154601
0.731 0.359 0.2929999999999999 0.0 0.751 0.18300000000000005 0.17399999999999993 0.367 0.5480000000000002 0.0 0.0 0.28200000000000003 0.765 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14156338
0.3939999999999999 0.359 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14239065
0.726 0.77 0.6180000000000001 0.0 0.751 0.18300000000000005 0.31499999999999984 0.0 0.050000000000000155 0.051999999999999935 0.43800000000000006 0.28200000000000003 0.7090000000000001 0.0 0.821 0.0 0.16999999999999993 0.15500000000000003 0.404 0.03700000000000003 0.14190631
0.3939999999999999 0.41100000000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14134958
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14149242
0.0 0.359 0.0 0.0 0.0 0.29400000000000004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14100663
0.731 0.77 0.2929999999999999 0.10299999999999998 0.751 0.29400000000000004 0.23599999999999988 0.0 0.0 0.0 0.13000000000000012 0.28200000000000003 0.22499999999999998 0.0 0.0 0.0 0.02200000000000002 0.0 0.0 0.0 0.14128498
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14154176
0.45699999999999996 0.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.249 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14180039
0.726 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14211516
0.3939999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14126872
0.0 0.359 0.0 0.0 0.25 0.397 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14196443
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14086391
0.3939999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14152344
0.726 0.77 0.2929999999999999 0.0 0.751 0.397 0.6539999999999999 0.524 0.0 0.051999999999999935 0.0 0.28200000000000003 0.7090000000000001 0.04700000000000004 0.0 0.03400000000000003 0.37 0.0 0.404 0.03700000000000003 0.14134970
0.3939999999999999 0.359 0.0 0.0 0.0 0.29400000000000004 0.0 0.0 0.5480000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14237358
0.0 0.0 0.0 0.0 0.0 0.18300000000000005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14162051
0.6679999999999999 0.77 0.0 0.11199999999999988 0.25 0.29400000000000004 0.0 0.0 0.5480000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00083002
0.0 0.0 0.0 0.10299999999999998 0.0 0.18300000000000005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14121873
0.3939999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14109629
0.3939999999999999 0.359 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14167224
0.0 0.0 0.0 0.0 0.0 0.18300000000000005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14137030
0.726 0.359 0.911 0.6479999999999999 0.0 0.397 0.06199999999999983 0.136 0.050000000000000155 0.0 0.13000000000000012 0.514 0.0 0.0 0.0 0.0 0.16999999999999993 0.15500000000000003 0.0 0.03700000000000003 0.14129960
0.45699999999999996 0.359 0.2929999999999999 0.0 0.751 0.29400000000000004 0.17399999999999993 0.0 0.0 0.051999999999999935 0.13000000000000012 0.514 0.22499999999999998 0.0 0.0 0.028000000000000025 0.0 0.0 0.0 0.0 0.14175021
0.726 0.359 0.2929999999999999 0.4019999999999999 0.751 0.04800000000000004 0.4889999999999999 0.0 0.0 0.09299999999999997 0.692 0.28200000000000003 0.484 0.04700000000000004 0.7130000000000001 0.006000000000000005 0.37 0.0 0.0 0.03700000000000003 0.14145307
