Recency Frequency Monetary Time Runtime
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08160718
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08133943
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08115285
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09541499
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09530206
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08150938
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08137075
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08109273
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09525378
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.0, 0.0) 0.08613334
(0.5, 0.19999999999999996) (0.5, 1.0) (0.0, 0.0) (0.3333333333333333, 0.5283018867924528) 0.06375657
(0.5, 0.7857142857142857) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06824209
(0.5, 0.5517241379310345) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06829945
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.3333333333333333, 0.6428571428571428) 0.08127600
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09541487
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08165050
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08140181
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08135369
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09554547
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09515361
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08128795
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08120823
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08126417
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09507989
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09530977
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08150900
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08116745
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08151168
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09527827
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.0, 0.0) 0.08600271
(0.5, 0.19999999999999996) (0.5, 1.0) (0.0, 0.0) (0.3333333333333333, 0.5283018867924528) 0.06372250
(0.5, 0.7857142857142857) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06808816
(0.5, 0.5517241379310345) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06793251
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.3333333333333333, 0.6428571428571428) 0.08157042
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09549927
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08174658
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08143379
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08120265
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09513961
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09529751
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08154176
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08128620
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08133272
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09531629
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09530084
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08151914
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08147497
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08160480
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09520066
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.0, 0.0) 0.08628600
(0.5, 0.19999999999999996) (0.5, 1.0) (0.0, 0.0) (0.3333333333333333, 0.5283018867924528) 0.06394793
(0.5, 0.7857142857142857) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06833096
(0.5, 0.5517241379310345) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06823584
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.3333333333333333, 0.6428571428571428) 0.08190291
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08598520
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 1.0) (0.3333333333333333, 0.5283018867924528) 0.06400941
(0.5, 0.7857142857142857) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06831385
(0.5, 0.5517241379310345) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06828394
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.3333333333333333, 0.6428571428571428) 0.08190986
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08624206
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 1.0) (0.3333333333333333, 0.5283018867924528) 0.06369372
(0.5, 0.7857142857142857) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06839982
(0.5, 0.5517241379310345) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06825559
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.3333333333333333, 0.6428571428571428) 0.08166557
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08617663
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 1.0) (0.3333333333333333, 0.5283018867924528) 0.06389813
(0.5, 0.7857142857142857) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06810769
(0.5, 0.5517241379310345) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06805369
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.3333333333333333, 0.6428571428571428) 0.08163618
(0.5, 0.7857142857142857) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.08165191
(1.0, 0.19999999999999996) (0.0, 0.0) (0.0, 0.0) (0.5, 0.5283018867924528) 0.06071211
(1.0, 0.7857142857142857) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07389326
(1.0, 0.5517241379310345) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07383602
(0.5, 0.7857142857142857) (0.0, 0.0) (0.0, 0.0) (0.5, 0.6428571428571428) 0.06842549
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.31394913
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08159627
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08143906
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08145806
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09535681
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09533411
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08132728
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08150030
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08089837
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09541326
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09540034
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08155312
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08153706
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08136762
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09516349
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.0, 0.0) 0.08623759
(0.5, 0.19999999999999996) (0.5, 1.0) (0.0, 0.0) (0.3333333333333333, 0.5283018867924528) 0.06375725
(0.5, 0.7857142857142857) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06804461
(0.5, 0.5517241379310345) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06808196
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.3333333333333333, 0.6428571428571428) 0.08176077
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09568519
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08126600
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08101013
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08113902
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09516928
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09525456
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08111534
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08129616
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08125248
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09500348
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09506801
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08122819
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08115166
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08118879
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09535615
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.0, 0.0) 0.08614769
(0.5, 0.19999999999999996) (0.5, 1.0) (0.0, 0.0) (0.3333333333333333, 0.5283018867924528) 0.06375311
(0.5, 0.7857142857142857) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06807259
(0.5, 0.5517241379310345) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06798491
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.3333333333333333, 0.6428571428571428) 0.08132062
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09518765
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08124641
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08142220
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08136013
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09537298
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09495882
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08130362
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08138937
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08147151
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09556661
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.0, 0.0) 0.09520154
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.25, 0.5283018867924528) 0.08118555
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08136568
(0.3333333333333333, 0.5517241379310345) (0.3333333333333333, 1.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08106325
(0.25, 0.7857142857142857) (0.25, 1.0) (0.25, 1.0) (0.25, 0.6428571428571428) 0.09514020
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.0, 0.0) 0.08561804
(0.5, 0.19999999999999996) (0.5, 1.0) (0.0, 0.0) (0.3333333333333333, 0.5283018867924528) 0.06389409
(0.5, 0.7857142857142857) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06811901
(0.5, 0.5517241379310345) (0.5, 1.0) (0.0, 0.0) (0.0, 0.0) 0.06801980
(0.3333333333333333, 0.7857142857142857) (0.3333333333333333, 1.0) (0.0, 0.0) (0.3333333333333333, 0.6428571428571428) 0.08156689
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08617067
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 1.0) (0.3333333333333333, 0.5283018867924528) 0.06386240
(0.5, 0.7857142857142857) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06825581
(0.5, 0.5517241379310345) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06811100
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.3333333333333333, 0.6428571428571428) 0.08165592
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08596079
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 1.0) (0.3333333333333333, 0.5283018867924528) 0.06385800
(0.5, 0.7857142857142857) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06784835
(0.5, 0.5517241379310345) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06799618
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.3333333333333333, 0.6428571428571428) 0.08154511
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.0, 0.0) 0.08586967
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 1.0) (0.3333333333333333, 0.5283018867924528) 0.06385006
(0.5, 0.7857142857142857) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06814385
(0.5, 0.5517241379310345) (0.0, 0.0) (0.5, 1.0) (0.0, 0.0) 0.06797762
(0.3333333333333333, 0.7857142857142857) (0.0, 0.0) (0.3333333333333333, 1.0) (0.3333333333333333, 0.6428571428571428) 0.08164615
(0.5, 0.7857142857142857) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.08194740
(1.0, 0.19999999999999996) (0.0, 0.0) (0.0, 0.0) (0.5, 0.5283018867924528) 0.06052262
(1.0, 0.7857142857142857) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07393587
(1.0, 0.5517241379310345) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07382048
(0.5, 0.7857142857142857) (0.0, 0.0) (0.0, 0.0) (0.5, 0.6428571428571428) 0.06811457
