Recency Frequency Monetary Time Runtime
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08115182
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08119209
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08128590
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09506649
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08119988
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08144419
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08125881
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08098234
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09487652
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08108276
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08114120
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08118549
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08118687
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09499780
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06804509
(0.5, 0.19999999999999996) (0.5, 0.25) (0.0, 0.0) (0.3333333333333333, 0.6) 0.06385215
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06809551
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06805854
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.0, 0.0) (0.3333333333333333, 0.8) 0.08152894
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08138303
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08128176
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08148074
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08110125
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09498571
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08128761
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08105597
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08131886
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08117088
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09534976
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08122719
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08128748
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08121611
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08132643
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09514757
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06810548
(0.5, 0.19999999999999996) (0.5, 0.25) (0.0, 0.0) (0.3333333333333333, 0.6) 0.06389123
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06817424
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06799045
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.0, 0.0) (0.3333333333333333, 0.8) 0.08142386
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06822907
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 0.25) (0.3333333333333333, 0.6) 0.06382878
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06803087
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06798787
(0.3333333333333333, 0.4) (0.0, 0.0) (0.3333333333333333, 0.25) (0.3333333333333333, 0.8) 0.08160977
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06813451
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 0.25) (0.3333333333333333, 0.6) 0.06394156
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06811466
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06817350
(0.3333333333333333, 0.4) (0.0, 0.0) (0.3333333333333333, 0.25) (0.3333333333333333, 0.8) 0.08165986
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06810542
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 0.25) (0.3333333333333333, 0.6) 0.06392701
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06809180
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06805376
(0.3333333333333333, 0.4) (0.0, 0.0) (0.3333333333333333, 0.25) (0.3333333333333333, 0.8) 0.08148179
(1.0, 0.4) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07389230
(1.0, 0.19999999999999996) (0.0, 0.0) (0.0, 0.0) (0.5, 0.6) 0.06096515
(1.0, 0.4) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07360751
(1.0, 0.4) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07352348
(0.5, 0.4) (0.0, 0.0) (0.0, 0.0) (0.5, 0.8) 0.06843788
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.19415598
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.10445824
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.10440387
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.10467616
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.11810696
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08104344
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08098319
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08090839
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08109329
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09498858
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08096666
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08117353
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08134935
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08133026
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09499625
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06804695
(0.5, 0.19999999999999996) (0.5, 0.25) (0.0, 0.0) (0.3333333333333333, 0.6) 0.06359628
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06797107
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06800310
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.0, 0.0) (0.3333333333333333, 0.8) 0.08145437
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08119214
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08100434
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08179822
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08160841
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09570281
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08178565
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08161541
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08172886
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08181464
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09572225
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08167699
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08188455
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08192639
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08129882
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09476465
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06801258
(0.5, 0.19999999999999996) (0.5, 0.25) (0.0, 0.0) (0.3333333333333333, 0.6) 0.06361735
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06780440
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06795110
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.0, 0.0) (0.3333333333333333, 0.8) 0.08131226
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08133749
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08109858
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08138698
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08120120
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09479597
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08112073
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08124554
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08140292
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08127977
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09515212
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08133458
(0.3333333333333333, 0.19999999999999996) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.25, 0.6) 0.08138749
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08120802
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.3333333333333333, 0.25) (0.0, 0.0) 0.08126184
(0.25, 0.4) (0.25, 0.25) (0.25, 0.25) (0.25, 0.8) 0.09497467
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06797036
(0.5, 0.19999999999999996) (0.5, 0.25) (0.0, 0.0) (0.3333333333333333, 0.6) 0.06375885
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06800370
(0.5, 0.4) (0.5, 0.25) (0.0, 0.0) (0.0, 0.0) 0.06788971
(0.3333333333333333, 0.4) (0.3333333333333333, 0.25) (0.0, 0.0) (0.3333333333333333, 0.8) 0.08130220
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06804785
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 0.25) (0.3333333333333333, 0.6) 0.06380890
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06788395
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06794611
(0.3333333333333333, 0.4) (0.0, 0.0) (0.3333333333333333, 0.25) (0.3333333333333333, 0.8) 0.08127637
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06787689
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 0.25) (0.3333333333333333, 0.6) 0.06365621
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06781266
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06793772
(0.3333333333333333, 0.4) (0.0, 0.0) (0.3333333333333333, 0.25) (0.3333333333333333, 0.8) 0.08134360
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06804053
(0.5, 0.19999999999999996) (0.0, 0.0) (0.5, 0.25) (0.3333333333333333, 0.6) 0.06372187
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06797588
(0.5, 0.4) (0.0, 0.0) (0.5, 0.25) (0.0, 0.0) 0.06811181
(0.3333333333333333, 0.4) (0.0, 0.0) (0.3333333333333333, 0.25) (0.3333333333333333, 0.8) 0.08157656
(1.0, 0.4) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07387660
(1.0, 0.19999999999999996) (0.0, 0.0) (0.0, 0.0) (0.5, 0.6) 0.06052822
(1.0, 0.4) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07371385
(1.0, 0.4) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) 0.07381875
(0.5, 0.4) (0.0, 0.0) (0.0, 0.0) (0.5, 0.8) 0.06840454
